ident,type,name,iso_country,iata_code
KESF,medium_airport,Esler Army Airfield / Esler Regional Airport,US,ESF
KESN,small_airport,Easton Airport / Newnam Field,US,ESN
KEST,small_airport,Estherville Municipal Airport,US,EST
KESW,small_airport,Easton State Airport,US,ESW
KETB,small_airport,West Bend Municipal Airport,US,ETB
KETC,small_airport,Tarboro Edgecombe Airport,US,
KETH,small_airport,Wheaton Municipal Airport,US,
KETN,small_airport,Eastland Municipal Airport,US,ETN
KEUF,small_airport,Weedon Field,US,EUF
KEUG,medium_airport,Eugene Airport,US,EUG
KEUL,small_airport,Caldwell Executive Airport,US,
KEVB,small_airport,New Smyrna Beach Municipal Airport,US,
KEVM,small_airport,Eveleth–Virginia Municipal Airport,US,EVM
KEVU,small_airport,Northwest Missouri Regional Airport,US,
KEVV,medium_airport,Evansville Regional Airport,US,EVV
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,US,EVW
KEVY,small_airport,Summit Airport,US,
KEWB,medium_airport,New Bedford Regional Airport,US,EWB
KEWK,small_airport,Newton City-County Airport,US,EWK
KEWN,medium_airport,Coastal Carolina Regional Airport,US,EWN
KEWR,large_airport,Newark Liberty International Airport,US,EWR
KEXX,small_airport,Davidson County Executive Airport,US,
KEYE,small_airport,Eagle Creek Airpark,US,
KEYF,small_airport,Curtis L Brown Jr Field,US,
KEYW,medium_airport,Key West International Airport,US,EYW
KEZ,seaplane_base,Kelani-Peliyagoda Seaplane Base,LK,KEZ
KEZF,small_airport,Shannon Airport,US,
KEZI,small_airport,Kewanee Municipal Airport,US,
KEZM,small_airport,Heart of Georgia Regional Airport,US,
KEZS,small_airport,Shawano Municipal Airport,US,
KEZZ,small_airport,Cameron Memorial Airport,US,
KF00,small_airport,Jones Field,US,
KF01,small_airport,Quanah Municipal Airport,US,
KF05,small_airport,Wilbarger County Airport,US,WIB
KF06,small_airport,Marian Airpark,US,
KF08,small_airport,Eufaula Municipal Airport,US,
KF10,small_airport,Henryetta Municipal Airport,US,
KF14,small_airport,Wichita Valley Airport,US,
KF17,small_airport,Center Municipal Airport,US,
KF21,small_airport,Memphis Municipal Airport,US,
KF22,small_airport,Perry Municipal Airport,US,
KF24,small_airport,Minden Airport,US,
KF29,small_airport,Clarence E Page Municipal Airport,US,
KF30,small_airport,Sulphur Municipal Airport,US,
KF31,small_airport,Lake Texoma State Park Airport,US,
KF32,small_airport,Healdton Municipal Airport,US,
KF34,small_airport,Firebaugh Airport,US,
KF35,small_airport,Possum Kingdom Airport,US,
KF36,small_airport,Cordell Municipal Airport,US,
KF37,small_airport,Carrizozo Municipal Airport,US,
KF41,small_airport,Ennis Municipal Airport,US,
KF43,small_airport,El Dorado Downtown Airport-Stevens Field,US,
KF44,small_airport,Athens Municipal Airport,US,
KF45,small_airport,North Palm Beach County General Aviation Airport,US,
KF46,small_airport,Rockwall Municipal Airport,US,
KF47,small_airport,St George Island Airport,US,
KF49,small_airport,Slaton Municipal Airport,US,
KF51,small_airport,Winnsboro Municipal Airport,US,
KF53,small_airport,Franklin County Airport,US,
KF56,small_airport,Arledge Field,US,
KF62,small_airport,Hayfork Airport,US,
KF68,small_airport,Anadarko Municipal Airport,US,
KF69,small_airport,Air Park Dallas Airport,US,
KF70,small_airport,French Valley Airport,US,RBK
KF72,small_airport,Franklin Field,US,
KF75,small_airport,Harrison Field of Knox City Airport,US,
KF82,small_airport,Town & Country Airpark,US,
KF84,small_airport,Stigler Regional Airport,US,
KF85,small_airport,Cochran County Airport,US,
KF86,small_airport,Caldwell Parish Airport,US,
KF87,small_airport,Union Parish Airport,US,
KF88,small_airport,Jonesboro Airport,US,
KF89,small_airport,Winnsboro Municipal Airport,US,
KF97,small_airport,Seagraves Airport,US,
KF98,small_airport,Yoakum County Airport,US,
KF99,small_airport,Holdenville Municipal Airport,US,
KFAF,medium_airport,Felker Army Air Field,US,FAF
KFAM,small_airport,Farmington Regional Airport,US,FAM
KFAR,medium_airport,Hector International Airport,US,FAR
KFAT,large_airport,Fresno Yosemite International Airport,US,FAT
KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,US,FAY
KFBG,medium_airport,Simmons Army Air Field,US,FBG
KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,US,FBL
KFBR,small_airport,Fort Bridger Airport,US,FBR
KFBY,small_airport,Fairbury Municipal Airport,US,FBY
KFCH,small_airport,Fresno Chandler Executive Airport,US,FCH
KFCI,small_airport,Richmond Executive-Chesterfield County Airport,US,
KFCM,small_airport,Flying Cloud Airport,US,FCM
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,US,FCS
KFCT,heliport,Vagabond Army Heliport,US,
KFCY,small_airport,Forrest City Municipal Airport,US,FCY
KFDK,small_airport,Frederick Municipal Airport,US,FDK
KFDR,small_airport,Frederick Regional Airport,US,FDR
KFDW,small_airport,Fairfield County Airport,US,
KFDY,medium_airport,Findlay Airport,US,FDY
KFEP,small_airport,Albertus Airport,US,FEP
KFET,small_airport,Fremont Municipal Airport,US,FET
KFFA,small_airport,First Flight Airport,US,FFA
KFFC,small_airport,Peachtree City Falcon Field,US,
KFFL,small_airport,Fairfield Municipal Airport,US,FFL
KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,US,FFM
KFFO,medium_airport,Wright-Patterson Air Force Base,US,FFO
KFFT,small_airport,Capital City Airport,US,FFT
KFFX,small_airport,Fremont Municipal Airport,US,
KFFZ,small_airport,Falcon Field,US,MSC
KFGU,small_airport,Collegedale Municipal Airport,US,
KFGX,small_airport,Fleming Mason Airport,US,
KFHR,medium_airport,Friday Harbor Airport,US,FRD
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,US,FHU
KFIG,small_airport,Clearfield Lawrence Airport,US,
KFIT,small_airport,Fitchburg Municipal Airport,US,
KFKA,small_airport,Fillmore County Airport,US,
KFKL,medium_airport,Venango Regional Airport,US,FKL
KFKN,small_airport,Franklin Regional Airport,US,FKN
KFKR,small_airport,Frankfort Clinton County Regional Airport,US,
KFKS,small_airport,Frankfort Dow Memorial Field,US,
KFLD,small_airport,Fond du Lac County Airport,US,FLD
KFLG,medium_airport,Flagstaff Pulliam Airport,US,FLG
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,US,FLL
KFLO,medium_airport,Florence Regional Airport,US,FLO
KFLP,small_airport,Marion County Regional Airport,US,FLP
KFLR,small_airport,[Delete] Homestead East Airstrip,US,
KFLV,small_airport,Sherman Army Air Field,US,FLV
KFLX,small_airport,Fallon Municipal Airport,US,FLX
KFME,medium_airport,Fort Meade Executive Airport,US,FME
KFMH,small_airport,Cape Cod Coast Guard Air Station,US,FMH
KFMM,small_airport,Fort Morgan Municipal Airport,US,
KFMN,medium_airport,Four Corners Regional Airport,US,FMN
KFMY,medium_airport,Page Field,US,FMY
KFMZ,small_airport,Fairmont State Airport,US,
KFNB,small_airport,Brenner Field,US,
KFNL,medium_airport,Northern Colorado Regional Airport,US,FNL
KFNT,medium_airport,Bishop International Airport,US,FNT
KFOA,small_airport,Flora Municipal Airport,US,
KFOD,medium_airport,Fort Dodge Regional Airport,US,FOD
KFOE,medium_airport,Topeka Regional Airport,US,FOE
KFOK,small_airport,Francis S Gabreski Airport,US,FOK
KFOM,small_airport,Fillmore Municipal Airport,US,FIL
KFOT,small_airport,Rohnerville Airport,US,
KFOZ,small_airport,Bigfork Municipal Airport,US,
KFPK,small_airport,Fitch H Beach Airport,US,
KFPR,medium_airport,Treasure Coast International Airport,US,FPR
KFQD,small_airport,Rutherford County Marchman Field,US,
KFRG,medium_airport,Republic Airport,US,FRG
KFRH,small_airport,French Lick Municipal Airport,US,FRH
KFRI,medium_airport,Marshall Army Air Field,US,FRI
KFRM,small_airport,Fairmont Municipal Airport,US,FRM
KFRR,small_airport,Front Royal Warren County Airport,US,FRR
KFSD,medium_airport,Sioux Falls Regional Airport,US,FSD
KFSE,small_airport,Fosston Municipal Airport-Anderson Field,US,
KFSI,medium_airport,Henry Post Army Air Field,US,FSI
KFSK,small_airport,Fort Scott Municipal Airport,US,FSK
KFSM,medium_airport,Fort Smith Regional Airport,US,FSM
KFSO,small_airport,Franklin County State Airport,US,
KFST,medium_airport,Fort Stockton Pecos County Airport,US,FST
KFSU,small_airport,Fort Sumner Municipal Airport,US,FSU
KFSW,small_airport,Fort Madison Municipal Airport,US,FMS
KFTG,small_airport,Colorado Air and Space Port,US,
KFTK,medium_airport,Godman Army Air Field,US,FTK
KFTT,small_airport,Elton Hensley Memorial Airport,US,
KFTW,medium_airport,Fort Worth Meacham International Airport,US,FTW
KFTY,medium_airport,Fulton County Airport Brown Field,US,FTY
KFUL,small_airport,Fullerton Municipal Airport,US,FUL
KFVE,small_airport,Northern Aroostook Regional Airport,US,WFK
KFVX,small_airport,Farmville Regional Airport,US,
KFWA,medium_airport,Fort Wayne International Airport,US,FWA
KFWC,small_airport,Fairfield Municipal Airport,US,
KFWN,small_airport,Sussex Airport,US,
KFWQ,small_airport,Rostraver Airport,US,
KFWS,small_airport,Fort Worth Spinks Airport,US,
KFXE,medium_airport,Fort Lauderdale Executive Airport,US,FXE
KFXY,small_airport,Forest City Municipal Airport,US,FXY
KFYE,small_airport,Fayette County Airport,US,
KFYJ,small_airport,Middle Peninsula Regional Airport,US,
KFYM,small_airport,Fayetteville Municipal Airport,US,FYM
KFYV,medium_airport,Drake Field,US,FYV
KFZG,small_airport,Fitzgerald Municipal Airport,US,
KFZI,small_airport,Fostoria Metropolitan Airport,US,
KFZY,small_airport,Oswego County Airport,US,
KG-0001,medium_airport,Jalal-Abad Airport,KG,
KG-0002,small_airport,Naryn Airport,KG,
KG-0003,small_airport,Toktogul Airport,KG,
KG-0004,small_airport,Talas Airport,KG,
KG-0005,small_airport,Chat-Kol Aerodrome,KG,
KG-0006,small_airport,Tamga Airport,KG,
KG-0007,small_airport,Tokmok Airport,KG,
KG-0012,small_airport,Baytik Airport,KG,
KG-0014,small_airport,Kerben Airport,KG,
KG-0018,small_airport,Kyzyl-Kiya Airport,KG,
KG-0045,heliport,Irkeshtam Heliport,KG,
KG-0046,small_airport,Kara-Kuldja Airport,KG,
KG-0047,heliport,Sary-Tash Heliport,KG,
KG-0048,heliport,Irkeshtam Border Heliport,KG,
KG-0049,heliport,Osh Military Heliport,KG,
KG-0050,heliport,Lieutenant General K. Usenbekov Military Institute Heliport,KG,
KGAB,small_airport,Gabbs Airport,US,GAB
KGAD,small_airport,Northeast Alabama Regional Airport,US,GAD
KGAF,small_airport,Hutson Field,US,
KGAG,small_airport,Gage Heibeck Airport,US,GAG
KGAI,small_airport,Montgomery County Airpark,US,GAI
KGAO,small_airport,South Lafourche Leonard Miller Jr Airport,US,
KGAS,small_airport,Gallia Meigs Regional Airport,US,
KGAX,small_airport,Williams Auxiliary Air Field 6,US,
KGBD,small_airport,Great Bend Municipal Airport,US,GBD
KGBG,small_airport,Galesburg Municipal Airport,US,GBG
KGBN,small_airport,Gila Bend Air Force Auxiliary Airport,US,
KGBR,small_airport,Walter J. Koladza Airport,US,GBR
KGCC,medium_airport,Northeast Wyoming Regional Airport,US,GCC
KGCD,small_airport,Grant County Regional Airport / Ogilvie Field,US,JDA
KGCK,medium_airport,Garden City Regional Airport,US,GCK
KGCM,small_airport,Claremore Regional Airport,US,
KGCN,medium_airport,Grand Canyon National Park Airport,US,GCN
KGCT,small_airport,Guthrie County Regional Airport,US,
KGCY,small_airport,Greeneville Municipal Airport,US,GCY
KGDB,small_airport,Granite Falls Municipal Airport / Lenzen-Roe Memorial Field,US,
KGDJ,small_airport,Granbury Regional Airport,US,
KGDM,small_airport,Gardner Municipal Airport,US,GDM
KGDV,medium_airport,Dawson Community Airport,US,GDV
KGDW,small_airport,Gladwin Zettel Memorial Airport,US,GDW
KGED,small_airport,Delaware Coastal Airport,US,GED
KGEG,large_airport,Spokane International Airport,US,GEG
KGEO,small_airport,Brown County Airport,US,
KGEU,small_airport,Glendale Municipal Airport,US,
KGEV,small_airport,Ashe County Airport,US,
KGEY,small_airport,South Big Horn County Airport,US,GEY
KGEZ,small_airport,Shelbyville Municipal Airport,US,
KGFA,heliport,Malmstrom Air Force Base,US,GFA
KGFD,small_airport,Pope Field,US,GFD
KGFK,medium_airport,Grand Forks International Airport,US,GFK
KGFL,medium_airport,Floyd Bennett Memorial Airport,US,GFL
KGFZ,small_airport,Greenfield Municipal Airport,US,
KGGE,small_airport,Georgetown County Airport,US,GGE
KGGF,small_airport,Grant Municipal Airport,US,
KGGG,medium_airport,East Texas Regional Airport,US,GGG
KGGI,small_airport,Grinnell Regional Airport,US,
KGGP,small_airport,Logansport Cass County Airport,US,
KGGW,medium_airport,Glasgow Valley County Airport Wokal Field,US,GGW
KGHG,small_airport,Marshfield Municipal George Harlow Field,US,
KGHM,small_airport,Centerville Municipal Airport,US,GHM
KGHW,small_airport,Glenwood Municipal Airport,US,
KGIC,small_airport,Idaho County Airport,US,IDH
KGIF,small_airport,Winter Haven Regional Airport - Gilbert Field,US,GIF
KGJT,medium_airport,Grand Junction Regional Airport,US,GJT
KGKJ,small_airport,Port Meadville Airport,US,MEJ
KGKT,small_airport,Gatlinburg-Pigeon Forge Airport,US,GKT
KGKY,small_airport,Arlington Municipal Airport,US,
KGLD,medium_airport,Goodland Municipal Airport,US,GLD
KGLE,small_airport,Gainesville Municipal Airport,US,GLE
KGLH,medium_airport,Mid Delta Regional Airport,US,GLH
KGLR,small_airport,Gaylord Regional Airport,US,GLR
KGLS,medium_airport,Scholes International At Galveston Airport,US,GLS
KGLW,small_airport,Glasgow Municipal Airport,US,GLW
KGLY,small_airport,Clinton Memorial Airport,US,
KGMJ,small_airport,Grove Regional Airport,US,
KGMU,medium_airport,Greenville Downtown Airport,US,GMU
KGNB,small_airport,Granby Grand County Airport,US,
KGNC,small_airport,Gaines County Airport,US,
KGNF,small_airport,Grenada Municipal Airport,US,
KGNG,small_airport,Gooding Municipal Airport,US,GNG
KGNT,small_airport,Grants-Milan Municipal Airport,US,GNT
KGNV,medium_airport,Gainesville Regional Airport,US,GNV
KGOK,small_airport,Guthrie-Edmond Regional Airport,US,GOK
KGON,medium_airport,Groton New London Airport,US,GON
KGOO,small_airport,Nevada County Airport,US,
KGOP,small_airport,Gatesville Municipal Airport,US,
KGOV,small_airport,Grayling Army Air Field,US,
KGPH,small_airport,Midwest National Air Center Airport,US,
KGPI,medium_airport,Glacier Park International Airport,US,FCA
KGPM,small_airport,Grand Prairie Municipal Airport,US,
KGPT,medium_airport,Gulfport Biloxi International Airport,US,GPT
KGPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,US,GPZ
KGQQ,small_airport,Galion Municipal Airport,US,GQQ
KGRB,medium_airport,Austin Straubel International Airport,US,GRB
KGRD,small_airport,Greenwood County Airport,US,GRD
KGRE,small_airport,Greenville Airport,US,GRE
KGRF,medium_airport,Gray Army Air Field,US,GRF
KGRI,medium_airport,Central Nebraska Regional Airport,US,GRI
KGRK,medium_airport,Killeen Regional Airport / Robert Gray Army Airfield,US,GRK
KGRN,small_airport,Gordon Municipal Airport,US,GRN
KGRR,large_airport,Gerald R. Ford International Airport,US,GRR
KGSB,medium_airport,Seymour Johnson Air Force Base,US,GSB
KGSH,small_airport,Goshen Municipal Airport,US,GSH
KGSO,large_airport,Piedmont Triad International Airport,US,GSO
KGSP,medium_airport,Greenville-Spartanburg International Airport,US,GSP
KGTB,medium_airport,Wheeler Sack Army Air Field,US,
KGTE,small_airport,Gothenburg Municipal Airport,US,
KGTF,medium_airport,Great Falls International Airport,US,GTF
KGTG,small_airport,Grantsburg Municipal Airport,US,GTG
KGTR,medium_airport,Golden Triangle Regional Airport,US,GTR
KGTU,small_airport,Georgetown Executive Airport at Johnny Gantt Field,US,
KGUC,medium_airport,Gunnison Crested Butte Regional Airport,US,GUC
KGUP,medium_airport,Gallup Municipal Airport,US,GUP
KGUS,medium_airport,Grissom Air Reserve Base,US,GUS
KGUY,medium_airport,Guymon Municipal Airport,US,GUY
KGVE,small_airport,Gordonsville Municipal Airport,US,GVE
KGVL,small_airport,Lee Gilmer Memorial Airport,US,GVL
KGVQ,small_airport,Genesee County Airport,US,
KGVT,small_airport,Majors Airport,US,GVT
KGWB,small_airport,De Kalb County Airport,US,
KGWN,heliport,Winn Army Community Hospital Helipad,US,
KGWO,medium_airport,Greenwood–Leflore Airport,US,GWO
KGWR,small_airport,Gwinner Roger Melroe Field,US,
KGWS,small_airport,Glenwood Springs Municipal Airport,US,GWS
KGWW,small_airport,Wayne Executive Jetport,US,
KGX,small_airport,Grayling Airport,US,KGX
KGXY,small_airport,Greeley–Weld County Airport,US,GXY
KGYB,small_airport,Giddings-Lee County Airport,US,
KGYH,small_airport,Donaldson Field Airport,US,GDC
KGYI,medium_airport,North Texas Regional Airport Perrin Field,US,PNX
KGYL,small_airport,Glencoe Municipal Airport,US,
KGYR,small_airport,Phoenix Goodyear Airport,US,GYR
KGYY,medium_airport,Gary/Chicago International Airport,US,GYY
KGZ,small_airport,Glacier Creek Airport,US,KGZ
KGZH,small_airport,Evergreen Regional Airport/Middleton Field,US,
KGZN,small_airport,Gregory M. Simmons Memorial Airport,US,
KGZS,small_airport,Abernathy Field,US,
KH-0001,large_airport,Dara Sakor International Airport,KH,DSY
KH-0002,large_airport,Techo International Airport,KH,KTI
KH-0006,heliport,Longvek Heliport,KH,
KH-0007,heliport,Tboung Khmum Cambodia-China Friendship Hospital Heliport,KH,
KH-0008,heliport,Chip Mong Heliport,KH,
KH-0009,heliport,Ministry of National Defense Heliport,KH,
KH04,small_airport,Vinita Municipal Airport,US,
KH05,small_airport,Wilburton Municipal Airport,US,
KH14,heliport,Corning Heliport,US,
KH17,small_airport,Buffalo Municipal Airport,US,
KH19,small_airport,Bowling Green Municipal Airport,US,
KH21,small_airport,Camdenton Memorial Airport,US,
KH34,small_airport,Huntsville Municipal Airport,US,
KH35,small_airport,Clarksville Municipal Airport,US,
KH37,small_airport,Herlong Airport,US,
KH58,small_airport,Owen Field,US,
KH68,small_airport,Hefner Easley Airport,US,
KH70,small_airport,Stratford Field,US,
KH71,small_airport,Mid America Industrial Airport,US,
KH76,small_airport,Pawhuska Municipal Airport,US,
KH79,small_airport,Eldon Model Airpark,US,
KH88,small_airport,A Paul Vance Fredericktown Regional Airport,US,
KH92,small_airport,Hominy Municipal Airport,US,
KH96,small_airport,Benton Municipal Airport,US,
KHAB,small_airport,Marion County Rankin Fite Airport,US,HAB
KHAE,small_airport,Hannibal Regional Airport,US,
KHAF,small_airport,Half Moon Bay Airport,US,HAF
KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,US,HAI
KHAO,small_airport,Butler Co Regional Airport - Hogan Field,US,HAO
KHBC,small_airport,Mohall Municipal Airport,US,
KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,US,HBG
KHBI,small_airport,Asheboro Regional Airport,US,
KHBR,medium_airport,Hobart Regional Airport,US,HBR
KHBV,small_airport,Jim Hogg County Airport,US,
KHBZ,small_airport,Heber Springs Municipal Airport/Charlie Evans Field,US,
KHCD,small_airport,Hutchinson Municipal Butler Field,US,
KHCO,small_airport,Hallock Municipal Airport,US,
KHCR,small_airport,Heber Valley Airport,US,
KHDC,small_airport,Hammond Northshore Regional Airport,US,
KHDE,small_airport,Brewster Field,US,HDE
KHDN,medium_airport,Yampa Valley Airport,US,HDN
KHDO,small_airport,South Texas Regional Airport at Hondo,US,
KHEE,small_airport,Thompson-Robbins Airport,US,HEE
KHEF,medium_airport,Washington Manassas Harry P. Davis Field,US,MNZ
KHEG,small_airport,Herlong Airport,US,
KHEI,small_airport,Hettinger Municipal Airport,US,
KHEQ,small_airport,Holyoke Airport,US,
KHEZ,small_airport,Natchez–Adams County Airport / Hardy-Anders Field,US,HEZ
KHFD,medium_airport,Hartford Brainard Airport,US,HFD
KHFF,small_airport,Mackall Army Air Field,US,HFF
KHFJ,small_airport,Monett Regional Airport,US,
KHFY,small_airport,Indy South Greenwood Airport,US,
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,US,HGR
KHHF,small_airport,Hemphill County Airport,US,
KHHG,small_airport,Huntington Municipal Airport,US,
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,US,HHR
KHHW,small_airport,Stan Stamper Municipal Airport,US,HUJ
KHIB,medium_airport,Range Regional Airport,US,HIB
KHIE,small_airport,Mount Washington Regional Airport,US,HIE
KHIF,medium_airport,Hill Air Force Base,US,HIF
KHIG,small_airport,Higginsville Industrial Municipal Airport,US,
KHII,medium_airport,Lake Havasu City Airport,US,HII
KHIO,medium_airport,Portland Hillsboro Airport,US,HIO
KHJH,small_airport,Hebron Municipal Airport,US,
KHJO,small_airport,Hanford Municipal Airport,US,
KHKA,small_airport,Blytheville Municipal Airport,US,HKA
KHKS,small_airport,Hawkins Field,US,HKS
KHKY,medium_airport,Hickory Regional Airport,US,HKY
KHLB,small_airport,Batesville Airport,US,HLB
KHLC,small_airport,Hill City Municipal Airport,US,HLC
KHLG,medium_airport,Wheeling Ohio County Airport,US,HLG
KHLN,medium_airport,Helena Regional Airport,US,HLN
KHLR,heliport,Hood Army Air Field,US,HLR
KHLX,small_airport,Twin County Airport,US,
KHMN,medium_airport,Holloman Air Force Base,US,HMN
KHMT,small_airport,Hemet Ryan Airport,US,HMT
KHMY,heliport,Muldrow Army Heliport,US,
KHMZ,small_airport,Bedford County Airport,US,
KHNB,small_airport,Huntingburg Airport,US,HNB
KHND,small_airport,Henderson Executive Airport,US,HSH
KHNR,small_airport,Harlan Municipal Airport,US,
KHNZ,small_airport,Henderson Oxford Airport,US,
KHOB,medium_airport,Lea County Regional Airport,US,HOB
KHOC,small_airport,Highland County Airport,US,
KHOE,small_airport,Homerville Airport,US,
KHON,medium_airport,Huron Regional Airport,US,HON
KHOP,medium_airport,Campbell Army Airfield (Fort Campbell),US,HOP
KHOT,medium_airport,Memorial Field Airport,US,HOT
KHOU,large_airport,William P. Hobby Airport,US,HOU
KHPN,medium_airport,Westchester County Airport,US,HPN
KHPT,small_airport,Hampton Municipal Airport,US,HPT
KHPY,small_airport,Baytown Airport,US,HPY
KHQG,small_airport,Hugoton Municipal Airport,US,
KHQM,medium_airport,Bowerman Airport,US,HQM
KHQU,small_airport,Thomson-McDuffie County Airport,US,
KHQZ,small_airport,Mesquite Metro Airport,US,
KHRI,small_airport,Hermiston Municipal Airport,US,HES
KHRJ,small_airport,Harnett Regional Jetport Airport,US,
KHRL,medium_airport,Valley International Airport,US,HRL
KHRO,medium_airport,Boone County Airport,US,HRO
KHRT,medium_airport,Hurlburt Field,US,
KHRU,small_airport,Herington Regional Airport,US,
KHRX,small_airport,Hereford Municipal Airport,US,
KHSA,small_airport,Stennis International Airport,US,
KHSB,small_airport,Harrisburg-Raleigh Airport,US,HSB
KHSD,small_airport,Sundance Airpark,US,
KHSE,small_airport,Billy Mitchell Airport,US,HNC
KHSG,small_airport,Hot Springs County Airport,US,THP
KHSI,small_airport,Hastings Municipal Airport,US,HSI
KHSP,small_airport,Ingalls Field,US,HSP
KHSR,small_airport,Hot Springs Municipal Airport,US,
KHST,medium_airport,Homestead Air Reserve Base,US,HST
KHSV,medium_airport,Huntsville International Airport,US,HSV
KHTH,small_airport,Hawthorne Industrial Airport,US,HTH
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,US,HTL
KHTO,small_airport,Town of East Hampton Airport,US,HTO
KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,US,HTS
KHTW,small_airport,Lawrence County Airpark,US,HTW
KHUA,medium_airport,Redstone Army Air Field,US,HUA
KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",US,HUF
KHUL,medium_airport,Houlton International Airport,US,HUL
KHUM,small_airport,Houma Terrebonne Airport,US,HUM
KHUT,medium_airport,Hutchinson Municipal Airport,US,HUT
KHVC,small_airport,Hopkinsville Christian County Airport,US,
KHVE,small_airport,Hanksville Airport,US,HVE
KHVN,medium_airport,Tweed New Haven Airport,US,HVN
KHVR,medium_airport,Havre City County Airport,US,HVR
KHVS,small_airport,Hartsville Regional Airport,US,HVS
KHWD,small_airport,Hayward Executive Airport,US,HWD
KHWO,medium_airport,North Perry Airport,US,HWO
KHWQ,small_airport,Wheatland County Airport at Harlowton,US,
KHWV,small_airport,Brookhaven Calabro Airport,US,WSH
KHWY,small_airport,Warrenton Fauquier Airport,US,
KHXD,medium_airport,Hilton Head Airport,US,HHH
KHXF,small_airport,Hartford Municipal Airport,US,
KHYA,medium_airport,Cape Cod Gateway Airport,US,HYA
KHYI,medium_airport,San Marcos Regional Airport,US,
KHYR,medium_airport,Sawyer County Airport,US,HYR
KHYS,medium_airport,Hays Regional Airport,US,HYS
KHYW,small_airport,Conway Horry County Airport,US,
KHYX,small_airport,Saginaw County H.W. Browne Airport,US,
KHZD,small_airport,Carroll County Airport,US,
KHZE,small_airport,Mercer County Regional Airport,US,
KHZL,small_airport,Hazleton Municipal Airport,US,HZL
KHZR,small_airport,False River Regional Airport,US,
KHZX,small_airport,Isedor Iverson Airport,US,
KHZY,medium_airport,Northeast Ohio Regional Airport,US,JFN
KI06,small_airport,City of Tulia-Swisher County Municipal Airport,US,
KI10,small_airport,Noble County Airport,US,
KI12,small_airport,Sidney Municipal Airport,US,
KI16,small_airport,Kee Field,US,
KI17,small_airport,Piqua Airport-Hartzell Field,US,
KI18,small_airport,Jackson County Airport,US,
KI22,small_airport,Randolph County Airport,US,
KI23,small_airport,Fayette County Airport,US,
KI34,small_airport,Greensburg Municipal Airport,US,
KI35,small_airport,Tucker Guthrie Memorial Airport,US,
KI39,medium_airport,Central Kentucky Regional Airport,US,
KI40,small_airport,Richard Downing Airport,US,
KI43,small_airport,James A Rhodes Airport,US,
KI50,small_airport,Stanton Airport,US,
KI53,small_airport,Liberty-Casey County Airport,US,
KI54,small_airport,Mad River Airpark,US,
KI58,small_airport,Santa Rosa Route 66 Airport,US,
KI63,small_airport,Mount Sterling Municipal Airport,US,
KI64,small_airport,Ortner Airport,US,
KI66,small_airport,Clinton County Airport,US,
KI67,small_airport,Cincinnati West Airport,US,
KI68,small_airport,Warren County Airport/John Lane Field,US,
KI69,small_airport,Clermont County Airport,US,
KI71,small_airport,Morgan County Regional Airport,US,
KI73,small_airport,Moraine Air Park,US,
KI74,small_airport,Grimes Field,US,
KI75,small_airport,Osceola Municipal Airport,US,
KI76,small_airport,Peru Municipal Airport,US,
KI86,small_airport,Perry County Airport,US,
KI93,small_airport,Breckinridge County Airport,US,
KI95,small_airport,Hardin County Airport,US,
KIAB,medium_airport,McConnell Air Force Base,US,IAB
KIAD,large_airport,Washington Dulles International Airport,US,IAD
KIAG,medium_airport,Niagara Falls International Airport,US,IAG
KIAH,large_airport,George Bush Intercontinental Airport,US,IAH
KIB,seaplane_base,Ivanof Bay Seaplane Base,US,KIB
KIBM,small_airport,Kimball Municipal Robert E Arraj Field,US,
KICL,small_airport,Schenck Field,US,ICL
KICR,small_airport,Winner Regional Airport,US,
KICT,medium_airport,Wichita Dwight D. Eisenhower National Airport,US,ICT
KIDA,medium_airport,Idaho Falls Regional Airport,US,IDA
KIDG,small_airport,Ida Grove Municipal Airport,US,IDG
KIDI,small_airport,Indiana County–Jimmy Stewart Airport,US,IDI
KIDL,small_airport,Indianola Municipal Airport,US,
KIDP,small_airport,Independence Municipal Airport,US,IDP
KIEN,small_airport,Pine Ridge Airport,US,XPR
KIER,small_airport,Natchitoches Regional Airport,US,
KIFA,small_airport,Iowa Falls Municipal Airport,US,IFA
KIFP,medium_airport,Laughlin Bullhead International Airport,US,IFP
KIGM,medium_airport,Kingman Airport,US,IGM
KIGQ,small_airport,Lansing Municipal Airport,US,
KIIB,small_airport,Independence Municipal Airport,US,
